iso,country,pacovw_2012,biome_1,biome_2,biome_3,biome_4,biome_5,biome_6,biome_7,biome_8,biome_9,biome_10,biome_11,biome_12,biome_13,biome_14,share_1,share_2,share_3,share_4,share_5,share_6,share_7,share_8,share_9,share_10,share_11,share_12,share_13,share_14
SLB,Solomon Islands,1.436399461,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00145751450733082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AND,Andorra,5.715822308,-1,-1,-1,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.62736793131042e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ESH,Western Sahara,-99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUT,Austria,15.97911542,-1,-1,-1,0.12,0.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00275368298640243,0.0118643244579776,-1,-1,-1,-1,-1,-1,-1,-1,-1
CAN,Canada,9.860954752,-1,-1,-1,0.06,0.15,0.07,-1,0.01,-1,-1,0.11,-1,-1,-1,-1,-1,-1,0.0517899362350934,0.191199488471103,0.305606201709448,-1,0.0678198145142424,-1,-1,0.346189271510169,-1,-1,-1
IDN,Indonesia,14.80760435,0.14,0.12,0.5,-1,-1,-1,0.28,-1,-1,0.68,-1,-1,-1,0.15,0.0889507302863258,0.0229503678686441,0.00388659510990418,-1,-1,-1,0.000398985445644098,-1,-1,0.00199570130216954,-1,-1,-1,0.177972906375161
ITA,Italy,10.74093356,-1,-1,-1,0.1,0.12,-1,-1,-1,-1,-1,-1,0.1,-1,-1,-1,-1,-1,0.00462711844549344,0.0127728154564728,-1,-1,-1,-1,-1,-1,0.058711963237698,-1,-1
LAO,Laos,16.47581725,0.16,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00964950479379593,0.0138348524805943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AIA,Anguilla,3.64659889,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,-1,-1,1.27026008601725e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.85843932089042e-06,-1
KWT,Kuwait,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000623391177289103,-1
NAM,Namibia,17,-1,-1,-1,-1,-1,-1,0.42,-1,0.96,-1,-1,-1,0.43,-1,-1,-1,-1,-1,-1,-1,0.0116333225504088,-1,0.00958576542160217,-1,-1,-1,0.0205779246976887,-1
VIR,United States Virgin Islands,15.69376769,0.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.33,5.65698348085971e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0105388626492e-06,1.66061691643509e-05
VUT,Vanuatu,4.137046428,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000630835185530462,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PLW,Palau,11.20608972,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.44994976349501e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SRB,Serbia,16.84972592,-1,-1,-1,0.88,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0.00686912289044833,-1,-1,-1,-1,-1,-1,-1,6.12621911395934e-05,-1,-1
SDN,Sudan,0.477189732,0,-1,-1,-1,-1,-1,0.02,-1,0,0,-1,-1,0,-1,0.000291159365322876,-1,-1,-1,-1,-1,0.0738170611883737,-1,0.139563580302109,0.000116466840926291,-1,-1,0.0262793463815904,-1
BGR,Bulgaria,17,-1,-1,-1,0.21,-1,-1,-1,0.19,-1,-1,-1,0.43,-1,-1,-1,-1,-1,0.00864053555391853,-1,-1,-1,5.23091433569406e-05,-1,-1,-1,6.41683613045285e-05,-1,-1
CRI,Costa Rica,15.1776867,0.22,0.09,-1,-1,-1,-1,0.16,-1,-1,-1,-1,-1,-1,0.37,0.0022198630939986,0.00204963742410626,-1,-1,-1,-1,1.83769869728614e-06,-1,-1,-1,-1,-1,-1,0.00454241962057378
CZE,Czech Republic,16.72958063,-1,-1,-1,0.17,0.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00603105068462803,0.000363931614492986,-1,-1,-1,-1,-1,-1,-1,-1,-1
FLK,Falkland Islands,0.248273515,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00122150585251563,-1,-1,0.000468970772730185,-1,-1,-1
COM,Comoros,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.57739738125598e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
REU,Reunion,17,0.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000128663508450546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LKA,Sri Lanka,16.51330114,0.08,0.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09,-1,0.000798593127469162,0.0159252341585534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.76095737859447e-05,-1
SWE,Sweden,8.552116517,-1,-1,-1,0.04,-1,0.09,-1,-1,-1,-1,0.44,-1,-1,-1,-1,-1,-1,0.0102588886632051,-1,0.0173184101081495,-1,-1,-1,-1,0.00604134070820956,-1,-1,-1
TJK,Tajikistan,5.769485866,-1,-1,-1,-1,-1,-1,-1,0.02,-1,0.04,-1,-1,0.05,-1,-1,-1,-1,-1,-1,-1,-1,0.00651536636543008,-1,0.0132116220981898,-1,-1,0.000141960689315564,-1
MNP,Northern Mariana Islands,3.218607318,-1,0.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000161564512659293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AFG,Afghanistan,0.76946809,-1,-1,-1,-1,0,-1,-1,0,-1,0.01,-1,-1,0,-1,-1,-1,-1,-1,0.00317537353459902,-1,-1,0.000352423759030088,-1,0.0224700464367974,-1,-1,0.018439243115694,-1
ARG,Argentina,6.102405987,0.1,-1,-1,0.31,-1,-1,0.04,0.02,0.04,0.17,-1,-1,-1,-1,0.00382497228499744,-1,-1,0.00572974153558707,-1,-1,0.0313345338102872,0.157369065937983,0.0584564927018951,0.067199906584993,-1,-1,-1,-1
HRV,Croatia,9.380273608,-1,-1,-1,0.15,-1,-1,-1,-1,-1,-1,-1,0.06,-1,-1,-1,-1,-1,0.00329391539411704,-1,-1,-1,-1,-1,-1,-1,0.00604157729560172,-1,-1
ECU,Ecuador,13.00429631,0.24,0.04,-1,-1,-1,-1,-1,-1,0.03,0.42,-1,-1,0.96,0.16,0.0102683264052381,0.00803805696571333,-1,-1,-1,-1,-1,-1,0.00268136388019438,0.00323506581329185,-1,-1,0.000289354666333153,0.0149968554129169
MKD,Macedonia,7.963866288,-1,-1,-1,0.02,-1,-1,-1,-1,-1,-1,-1,0.13,-1,-1,-1,-1,-1,0.00154555682512089,-1,-1,-1,-1,-1,-1,-1,0.00168843524072312,-1,-1
MDV,Maldives,-99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PYF,French Polynesia,1.008945386,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000216455285774564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GUY,Guyana,4.419991674,0.05,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0.0100301878844568,-1,-1,-1,-1,-1,0.000648473070926928,-1,-1,-1,-1,-1,-1,0.00171774873683827
KGZ,Kyrgyzstan,3.71151699,-1,-1,-1,-1,0.05,-1,-1,0.03,-1,0.04,-1,-1,0,-1,-1,-1,-1,-1,0.00242889986102622,-1,-1,0.00967564634982046,-1,0.0166466105511589,-1,-1,0.000137722202785951,-1
VGB,British Virgin Islands,5.46328597,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,-1,7.47504482653684e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.38787023752472e-06,-1
STP,Sao Tome and Principe,-99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HND,Honduras,13.54710838,0.29,0.09,0.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2,0.00201233404103053,0.00633068847540923,0.0721064573591509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00847959386369057
KIR,Kiribati,17,0.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.14229072153559e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MRT,Mauritania,0.431177509,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0.01,-1,-1,-1,-1,-1,-1,-1,0.0180607214734859,-1,0.0050923186055126,-1,-1,-1,0.0237579776013317,-1
BRN,Brunei Darussalam,17,0.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.54,0.00028761037505588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000343505757515563
JPN,Japan,15.43182594,0.28,-1,-1,0.15,0.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00020289370990147,-1,-1,0.0243501350492842,0.0139476760733503,-1,-1,-1,-1,-1,-1,-1,-1,-1
MYS,Malaysia,17,0.18,-1,-1,-1,-1,-1,-1,-1,-1,0.34,-1,-1,-1,0.25,0.0162192304830441,-1,-1,-1,-1,-1,-1,-1,-1,0.000887079449124817,-1,-1,-1,0.0235881560072611
MMR,Myanmar,4.396016042,0.06,0,0,0.4,0,-1,-1,-1,-1,0.93,-1,-1,-1,0.04,0.0305142030292401,0.0116338986317102,0.000362404372186621,0.000849456452512758,0.00112056021315586,-1,-1,-1,-1,0.00107728971877395,-1,-1,-1,0.049495731953335
BLZ,Belize,16.94314413,0.4,-1,0.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17,0.000850077689791812,-1,0.00397723132782214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00704379258509802
MCO,Monaco,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.38173425031552e-07,-1,-1
MTQ,Martinique,17,0.56,0.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.67,0.56,3.73793005034144e-05,2.86833989735822e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.37924284611448e-06,0.000115555842711534
OMN,Oman,9.178547121,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0.11,-1,-1,-1,-1,-1,-1,-1,-1,0.00252517403136676,-1,-1,-1,-1,0.0103305881702948,-1
PCN,Pitcairn,-99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SVK,Slovakia,15.48786689,-1,-1,-1,0.13,0.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00245513542822065,0.00427848309865201,-1,-1,-1,-1,-1,-1,-1,-1,-1
CIV,Cote d'Ivoire,17,0.27,-1,-1,-1,-1,-1,0.19,-1,-1,-1,-1,-1,-1,0.19,0.00762026043833743,-1,-1,-1,-1,-1,0.00830987539647798,-1,-1,-1,-1,-1,-1,0.00141295404916278
ERI,Eritrea,4.343268472,-1,-1,-1,-1,-1,-1,0.08,-1,-1,0.03,-1,-1,0.01,-1,-1,-1,-1,-1,-1,-1,0.00269777238788142,-1,-1,0.00469162755963841,-1,-1,0.00156714248683419,-1
GEO,Georgia,7.52092929,-1,-1,-1,0.08,-1,-1,-1,0.03,-1,-1,-1,-1,0.07,-1,-1,-1,-1,0.00447935655741404,-1,-1,-1,0.000536592131956109,-1,-1,-1,-1,0.000252678812086533,-1
JAM,Jamaica,16.26455461,0.13,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.38,0.000424831714308177,0.000749331055898139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00125602025182816
SHN,Saint Helena,14.64840115,-1,-1,-1,-1,-1,-1,0.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.28859566967365e-05,-1,-1,-1,-1,-1,-1,-1
QAT,Qatar,2.15911903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000404637423095345,-1
SMR,San Marino,-99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SYC,Seychelles,12.30832228,0.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9,-1,1.81846898275015e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.91464130216523e-06,-1
GIB,Gibraltar,5.124450952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.11837163569979e-06,-1,-1
LBR,Liberia,1.05237139,0.02,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0.00484844095153077,-1,-1,-1,-1,-1,6.99630266246891e-06,-1,-1,-1,-1,-1,-1,0.00336434388791936
MDA,Moldova,1.214590517,-1,-1,-1,0.02,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0020667827144526,-1,-1,-1,0.00075266170787404,-1,-1,-1,-1,-1,-1
MOZ,Mozambique,16.22556937,0.09,-1,-1,-1,-1,-1,0.18,-1,0.18,0.04,-1,-1,-1,0.18,0.00740330273987037,-1,-1,-1,-1,-1,0.0287084575749488,-1,0.026971867099744,0.000484019152932415,-1,-1,-1,0.0227827568027901
TON,Tonga,16.52389732,0.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.59281125234569e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ARE,United Arab Emirates,16.0829487,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0.16,-1,-1,-1,-1,-1,-1,-1,-1,9.34031747026382e-06,-1,-1,-1,-1,0.00284092713333823,-1
BGD,Bangladesh,5.185300335,0.01,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0.06,0.00621835832823995,-1,-1,-1,-1,-1,6.28923717570311e-06,-1,-1,-1,-1,-1,-1,0.0461904169481903
COG,Congo,9.407968503,0.11,-1,-1,-1,-1,-1,0.06,-1,-1,-1,-1,-1,-1,-1,0.0118391298792641,-1,-1,-1,-1,-1,0.0053536379541517,-1,-1,-1,-1,-1,-1,-1
LBN,Lebanon,0.435337616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00323880413684421,-1,-1
ROU,Romania,8.690892056,-1,-1,-1,0.03,0.12,-1,-1,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0124170403162566,0.0130172612776962,-1,-1,0.00244394514286238,-1,-1,-1,-1,-1,-1
UKR,Ukraine,3.80709556,-1,-1,-1,0.04,0.09,-1,-1,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0251099424123796,0.00821709972868452,-1,-1,0.0239436929948749,-1,-1,-1,-1,-1,-1
BFA,Burkina Faso,14.23755472,-1,-1,-1,-1,-1,-1,0.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0132570931641583,-1,-1,-1,-1,-1,-1,-1
ATG,Antigua and Barbuda,10.30948611,0.32,0.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,0,1.37832285315488e-06,2.44922022835201e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.20238267042384e-05,2.33696089233415e-06
IMN,Isle of Man,-99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MNG,Mongolia,10.09940895,-1,-1,-1,-1,0.1,0.43,-1,0.05,-1,0.3,-1,-1,0.17,-1,-1,-1,-1,-1,0.0321879603335099,0.00252648990278183,-1,0.0599556294929825,-1,0.0173091426980123,-1,-1,0.0252163069955791,-1
SOM,Somalia,0.605332769,0.06,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0.00154755134583451,-1,-1,-1,-1,-1,0.0233098096739255,-1,-1,-1,-1,-1,0.0043006333562339,0.00115632824952694
TKM,Turkmenistan,3.728995722,-1,-1,-1,-1,-1,-1,-1,0,-1,0.06,-1,-1,0.03,-1,-1,-1,-1,-1,-1,-1,-1,0.000361028610637655,-1,0.00707687425536711,-1,-1,0.0157888948157567,-1
UZB,Uzbekistan,3.950162263,-1,-1,-1,-1,-1,-1,-1,0.08,-1,0.55,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0.0107860443944973,-1,0.000149526842748814,-1,-1,0.0111818523564608,-1
BDI,Burundi,5.185123653,0.07,-1,-1,-1,-1,-1,0.04,-1,-1,-1,-1,-1,-1,-1,0.000351408124715494,-1,-1,-1,-1,-1,0.000881239125108558,-1,-1,-1,-1,-1,-1,-1
EGY,Egypt,6.453011752,-1,-1,-1,-1,-1,-1,-1,-1,0.04,-1,-1,0.09,0.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0666071356608069,-1,-1,0.00117169213221794,0.0325637741763945,-1
BHR,Bahrain,1.271795794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.38731359070888e-05,-1
CMR,Cameroon,11.0680583,0.11,-1,-1,-1,-1,-1,0.07,-1,0,-1,-1,-1,-1,0.21,0.0124681862385172,-1,-1,-1,-1,-1,0.0104248137995567,-1,0.000495244551900011,-1,-1,-1,-1,0.00704940129123963
GLP,Guadeloupe,17,0.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,0.46,3.55648059821262e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.68635362075124e-05,0.000578521542311708
IND,India,6.175787982,0.03,0.05,0.03,0.08,0.08,-1,0.06,-1,0.79,0.12,-1,-1,0.02,0.15,0.039191766520718,0.319971919577611,0.0752375726870574,0.00781495410392839,0.00715650948791084,-1,0.0169950154866865,-1,0.021890406763142,0.0380069355828333,-1,-1,0.026571137855822,0.0396582263429105
FRA,France,14.72558403,-1,-1,-1,0.13,0.48,-1,-1,-1,-1,-1,-1,0.28,-1,-1,-1,-1,-1,0.0361938202544637,0.00440218078078438,-1,-1,-1,-1,-1,-1,0.0208550058698899,-1,-1
GTM,Guatemala,9.148770386,0.44,0.03,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19,0.23,0.00350145366972541,0.0024970269959643,0.041521574019105,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.37523078638724e-05,0.00414013242320162
GIN,Guinea,4.120670693,0.07,-1,-1,-1,-1,-1,0.07,-1,-1,-1,-1,-1,-1,0,0.00244072646517155,-1,-1,-1,-1,-1,0.00937594594892859,-1,-1,-1,-1,-1,-1,0.0078072089744797
BTN,Bhutan,16.34275,0.2,-1,0.29,0.15,0.44,-1,0.17,-1,-1,0.45,-1,-1,-1,-1,0.000223433522918355,-1,0.000944142490756328,0.001263092665978,0.00224124739339627,-1,5.147571057316000000E-06,-1,-1,0.00154322032202351,-1,-1,-1,-1
GHA,Ghana,10.03266419,0.21,-1,-1,-1,-1,-1,0.12,-1,-1,-1,-1,-1,-1,0,0.0040584382658292,-1,-1,-1,-1,-1,0.00761783673022672,-1,-1,-1,-1,-1,-1,0.00394171069661367
GRC,Greece,16.33880892,-1,-1,-1,0.15,-1,-1,-1,-1,-1,-1,-1,0.16,-1,-1,-1,-1,-1,0.000973781103673384,-1,-1,-1,-1,-1,-1,-1,0.0372754069747817,-1,-1
ARM,Armenia,12.5706411,-1,-1,-1,0.11,-1,-1,-1,0.14,-1,-1,-1,-1,0,-1,-1,-1,-1,0.00119555503137438,-1,-1,-1,0.00141681608782458,-1,-1,-1,-1,5.32850567762633e-08,-1
TCD,Chad,8.708221067,-1,-1,-1,-1,-1,-1,0.14,-1,0,-1,-1,-1,0.04,-1,-1,-1,-1,-1,-1,-1,0.0356922872952285,-1,0.00903414349865521,-1,-1,-1,0.018554209380676,-1
EST,Estonia,17,-1,-1,-1,0.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00353157295616069,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LSO,Lesotho,0.220582886,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00625267939319658,-1,-1,-1,-1
LBY,Libya,0.345593876,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0.01,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00190997132323893,-1,-1,0.0198370057869602,0.0556716326013874,-1
LIE,Liechtenstein,15.45191323,-1,-1,-1,0.04,0.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.69876820359501e-06,2.75933658194246e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1
NPL,Nepal,7.246920869,0.07,-1,0.03,0.08,0.17,-1,0.09,-1,-1,0.38,-1,-1,-1,-1,0.0014394566945423,-1,0.0320757936274997,0.00157299559861098,0.00417901171292353,-1,0.00108705370413826,-1,-1,0.00614506200851527,-1,-1,-1,-1
TLS,Timor-Leste,8.65171757,-1,0.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00496704773322485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TKL,Tokelau,7.978363759,0.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.5361903874901e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
YEM,Yemen,0.558893633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0149301546288396,-1
FJI,Fiji,3.106574651,0.03,0.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000601553085936284,0.0023896834027579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GAB,Gabon,14.42254421,0.17,-1,-1,-1,-1,-1,0.06,-1,-1,-1,-1,-1,-1,0.14,0.0109171862830449,-1,-1,-1,-1,-1,0.00225064748706475,-1,-1,-1,-1,-1,-1,0.0142764391039542
IRQ,Iraq,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0.00238477299595944,-1,-1,-1,0.00374783999961736,0.0259197901133057,-1,-1,0.000366847379688579,0.0120824334719535,-1
LUX,Luxembourg,17,-1,-1,-1,0.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00020233822735354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PAN,Panama,13.0084037,0.21,0.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.00338626664290897,0.00168993549381109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0116342711190812
SPM,Saint Pierre and Miquelon,17,-1,-1,-1,-1,-1,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.49849500751336e-05,-1,-1,-1,-1,-1,-1,-1,-1
SLE,Sierra Leone,5.588286449,0.06,-1,-1,-1,-1,-1,0.08,-1,-1,-1,-1,-1,-1,0.05,0.00239727795819718,-1,-1,-1,-1,-1,0.000901292154693875,-1,-1,-1,-1,-1,-1,0.0192580424103415
KOR,South Korea,6.171793444,-1,-1,-1,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00781518898351262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
NIU,Niue,10.37912211,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.36283264438006e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CHE,Switzerland,17,-1,-1,-1,0.17,0.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00138241383576279,0.00575163334730508,-1,-1,-1,-1,-1,-1,-1,-1,-1
TUN,Tunisia,3.197953009,-1,-1,-1,-1,0.01,-1,-1,-1,0.09,-1,-1,0.01,0,-1,-1,-1,-1,-1,0.000646350360698593,-1,-1,-1,0.0098251483483662,-1,-1,0.024561520410717,0.00223858248062225,-1
DZA,Algeria,3.303474746,-1,-1,-1,-1,0.03,-1,-1,-1,0,-1,-1,0.01,0.07,-1,-1,-1,-1,-1,0.00230688205108957,-1,-1,-1,0.0130850794194922,-1,-1,0.0909537935413107,0.0717955334300392,-1
DOM,Dominican Republic,16.49473544,0.1,0.29,0.49,-1,-1,-1,-1,-1,0.91,-1,-1,-1,-1,0.4,0.00145360985371762,0.00326619594179954,0.011754819181518,-1,-1,-1,-1,-1,0.000382963492678065,-1,-1,-1,-1,0.00322638071429897
GNQ,Equatorial Guinea,17,0.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7,0.00133739965784789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00257623819405161
UGA,Uganda,15.06165671,0.28,-1,-1,-1,-1,-1,0.15,-1,-1,0.79,-1,-1,-1,-1,0.0012373069222991,-1,-1,-1,-1,-1,0.00886089047499294,-1,-1,0.000325461295246644,-1,-1,-1,-1
TTO,Trinidad and Tobago,15.64837796,0.32,0.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.38,0.000241374140048385,9.00065278136545e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000492301432213356
TGO,Togo,11.28969964,0.15,-1,-1,-1,-1,-1,0.11,-1,-1,-1,-1,-1,-1,-1,0.000322307933165152,-1,-1,-1,-1,-1,0.00244822863867597,-1,-1,-1,-1,-1,-1,-1
GBR,United Kingdom,17,-1,-1,-1,0.29,0.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0151809230071293,0.00528804966315559,-1,-1,-1,-1,-1,-1,-1,-1,-1
BEL,Belgium,14.67708087,-1,-1,-1,0.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00238605429920634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BWA,Botswana,17,-1,-1,-1,-1,-1,-1,0.31,-1,0.59,-1,-1,-1,0.24,-1,-1,-1,-1,-1,-1,-1,0.0149258310322229,-1,0.0427111373992959,-1,-1,-1,0.00796075315106199,-1
